"","user_id","sad.depressed","prev_sad","media_24_friend","prox_24_friend","phase_adv","friends_received_sqrt"
"215",5,0,0,0,0,0,1
"216",5,0,0,0,0,0,1
"217",5,0,0,0,0,0,1
"218",5,0,0,0,0,0,1
"219",5,0,0,0,0,0,1
"220",5,0,0,0,0,0,1
"221",5,0,0,0,0,0,1
"222",5,0,0,0,0,0,1
"223",5,0,0,0,0,0,1
"224",5,0,0,0,0,0,1
"225",5,0,0,0,0,0,1
"226",5,0,0,0,0,0,1
"227",5,0,0,0,0,0,1
"228",5,0,0,0,0,0,1
"229",5,0,0,0,0,0,1
"230",5,0,0,0,0,0,1
"231",5,0,0,0,0,0,1
"232",5,0,0,0,0,0,1
"233",5,0,0,0,0,0,1
"234",5,0,0,0,0,0,1
"235",5,0,0,0,0,0,1
"236",5,0,0,0,0,0,1
"237",5,0,0,0,0,0,1
"238",5,0,0,0,0,0,1
"239",5,0,0,0,0,0,1
"240",5,0,0,0,0,0,1
"241",5,0,0,0,0,0,1
"242",5,0,0,0,0,0,1
"243",5,0,0,0,0,0,1
"244",5,0,0,0,0,0,1
"245",5,0,0,0,0,0,1
"246",5,0,0,0,0,0,1
"247",5,0,0,0,0,0,1
"248",5,0,0,0,0,0,1
"249",5,0,0,0,0,0,1
"250",5,0,0,0,0,0,1
"251",5,0,0,0,0,0,1
"252",5,0,0,0,0,0,1
"253",5,0,0,0,0,0,1
"254",6,0,0,0,20,0,3.3166247903554
"255",6,1,1,0,0,0,3.3166247903554
"256",6,1,1,0,5,0,3.3166247903554
"257",6,1,1,0,0,0,3.3166247903554
"258",6,0,0,0,1,0,3.3166247903554
"259",7,0,0,2,18,1,1.4142135623731
"260",7,0,0,0,18,1,1.4142135623731
"261",7,0,0,6,26,1,1.4142135623731
"262",7,0,0,4,12,1,1.4142135623731
"263",7,0,0,0,6,1,1.4142135623731
"264",7,0,0,0,4,1,1.4142135623731
"265",7,0,0,17,5,1,1.4142135623731
"266",7,0,0,17,3,1,1.4142135623731
"267",7,0,0,7,1,1,1.4142135623731
"268",7,0,0,3,2,1,1.4142135623731
"269",7,0,0,11,3,1,1.4142135623731
"270",7,0,0,0,0,1,1.4142135623731
"271",7,0,0,0,0,1,1.4142135623731
"272",7,0,0,10,7,1,1.4142135623731
"273",7,0,0,0,0,1,1.4142135623731
"274",7,0,0,7,1,1,1.4142135623731
"275",7,0,0,1,89,1,1.4142135623731
"276",7,0,0,4,14,1,1.4142135623731
"277",7,0,0,8,6,1,1.4142135623731
"278",7,0,0,4,0,1,1.4142135623731
"279",7,0,0,0,0,1,1.4142135623731
"280",7,0,0,2,0,1,1.4142135623731
"281",7,0,0,1,0,1,1.4142135623731
"282",7,0,0,1,25,1,1.4142135623731
"283",7,0,0,1,59,1,1.4142135623731
"284",7,0,0,3,81,1,1.4142135623731
"285",7,0,0,8,166,1,1.4142135623731
"286",7,0,0,14,133,1,1.4142135623731
"287",7,0,0,6,97,1,1.4142135623731
"288",7,0,0,2,4,1,1.4142135623731
"289",7,0,0,7,0,1,1.4142135623731
"290",7,0,0,0,13,1,1.4142135623731
"291",7,0,0,2,30,1,1.4142135623731
"292",7,0,0,4,0,1,1.4142135623731
"293",7,0,0,7,48,1,1.4142135623731
"294",7,0,0,3,48,1,1.4142135623731
"295",7,0,0,17,4,1,1.4142135623731
"296",7,0,0,1,82,1,1.4142135623731
"297",7,0,0,10,2,1,1.4142135623731
"298",7,0,0,11,0,1,1.4142135623731
"299",7,0,0,4,63,1,1.4142135623731
"300",7,0,0,0,56,1,1.4142135623731
"301",7,0,0,0,59,1,1.4142135623731
"302",7,0,0,0,173,1,1.4142135623731
"303",7,0,0,0,173,1,1.4142135623731
"304",7,0,0,5,116,1,1.4142135623731
"305",7,0,0,1,0,1,1.4142135623731
"306",7,0,0,5,110,1,1.4142135623731
"307",7,0,0,14,134,1,1.4142135623731
"308",7,0,0,2,140,1,1.4142135623731
"309",7,0,0,2,128,1,1.4142135623731
"310",7,0,0,0,315,1,1.4142135623731
"311",7,0,0,1,241,1,1.4142135623731
"312",7,0,0,0,0,1,1.4142135623731
"313",7,0,0,6,0,1,1.4142135623731
"314",7,0,0,0,0,1,1.4142135623731
"315",7,0,0,4,0,1,1.4142135623731
"316",7,0,0,3,0,1,1.4142135623731
"317",7,0,0,23,129,1,1.4142135623731
"318",7,0,0,20,58,1,1.4142135623731
"319",7,0,0,0,66,1,1.4142135623731
"320",7,0,0,0,154,1,1.4142135623731
"321",7,0,0,0,156,1,1.4142135623731
"322",7,0,0,6,52,1,1.4142135623731
"323",7,0,0,7,194,1,1.4142135623731
"324",7,0,0,0,80,1,1.4142135623731
"325",7,0,0,6,131,1,1.4142135623731
"326",7,0,0,1,111,1,1.4142135623731
"327",7,0,0,5,73,1,1.4142135623731
"328",7,0,0,8,23,1,1.4142135623731
"329",8,0,0,1,14,0,1
"330",8,0,0,0,114,0,1
"331",8,0,0,0,82,0,1
"332",8,0,0,0,59,0,1
"333",8,0,0,0,16,0,1
"334",8,0,0,0,8,0,1
"335",8,0,0,1,301,0,1
"336",8,0,0,0,16,0,1
"337",8,0,0,0,112,0,1
"338",8,0,0,0,21,0,1
"339",8,0,0,0,0,0,1
"340",8,0,0,0,0,0,1
"341",8,0,0,0,0,0,1
"342",8,0,0,0,0,0,1
"343",8,0,0,0,0,0,1
"344",8,0,0,0,0,0,1
"345",8,0,0,0,0,0,1
"346",8,0,0,0,0,0,1
"347",8,0,0,0,0,0,1
"348",8,0,0,0,0,0,1
"349",8,0,0,0,0,0,1
"350",8,0,0,0,0,0,1
"351",8,0,0,0,0,0,1
"352",8,0,0,0,0,0,1
"353",8,0,0,0,0,0,1
"354",8,0,0,0,0,0,1
"355",8,0,0,0,0,0,1
"356",8,0,0,0,0,0,1
"357",8,0,0,0,0,0,1
"358",8,0,0,0,8,0,1
"359",8,0,0,0,0,0,1
"360",8,0,0,0,0,0,1
"361",8,0,0,0,0,0,1
"362",8,0,0,0,0,0,1
"363",8,0,0,0,0,0,1
"364",8,0,0,0,0,0,1
"365",8,0,0,0,0,0,1
"366",8,0,0,0,0,0,1
"367",8,0,0,0,0,0,1
"368",8,0,0,1,0,0,1
"369",8,0,0,1,0,0,1
"370",8,0,0,1,0,0,1
"371",8,0,0,0,0,0,1
"372",8,0,0,0,0,0,1
"373",8,0,0,0,0,0,1
"374",8,0,0,0,0,0,1
"375",8,0,0,0,0,0,1
"376",8,0,0,0,0,0,1
"377",8,0,0,0,0,0,1
"378",8,0,0,0,0,0,1
"379",8,0,0,0,0,0,1
"380",8,0,0,0,0,0,1
"381",8,0,0,0,0,0,1
"382",8,0,0,0,0,0,1
"383",8,0,0,0,0,0,1
"384",8,0,0,0,0,0,1
"385",8,0,0,0,0,0,1
"386",8,0,0,0,0,0,1
"387",8,0,0,0,0,0,1
"388",8,0,0,0,0,0,1
"389",8,0,0,0,0,0,1
"390",8,0,0,0,0,0,1
"391",8,0,0,0,0,0,1
"392",8,0,0,0,0,0,1
"393",8,0,0,0,0,0,1
"394",8,0,0,0,0,0,1
"395",8,0,0,0,0,0,1
"396",8,0,0,0,0,0,1
"397",8,0,0,0,0,0,1
"398",8,0,0,0,0,0,1
"399",8,0,0,0,0,0,1
"400",8,0,0,0,0,0,1
"401",8,0,0,0,0,0,1
"402",8,0,0,0,0,0,1
"403",8,0,0,0,0,0,1
"404",8,0,0,0,0,0,1
"405",8,0,0,0,0,0,1
"406",8,0,0,0,0,0,1
"407",8,0,0,0,0,0,1
"408",8,0,0,0,0,0,1
"409",8,0,0,0,0,0,1
"410",8,0,0,0,0,0,1
"411",8,0,0,0,0,0,1
"412",8,0,0,0,0,0,1
"413",8,0,0,0,0,0,1
"414",8,0,0,0,0,0,1
"415",8,0,0,0,0,0,1
"416",8,0,0,0,0,0,1
"417",9,0,0,0,0,0,2
"418",9,0,0,0,0,0,2
"419",9,0,0,1,0,0,2
"420",9,0,0,0,0,0,2
"421",9,0,0,0,0,0,2
"422",9,0,0,0,0,0,2
"423",9,0,0,0,0,0,2
"424",9,0,0,1,0,0,2
"425",9,0,0,0,0,0,2
"426",9,0,0,0,0,0,2
"427",9,0,0,0,0,0,2
"428",9,0,0,1,0,0,2
"429",9,0,0,0,0,0,2
"430",11,0,0,0,0,1,2.44948974278318
"431",11,0,0,0,0,1,2.44948974278318
"432",11,0,0,0,0,1,2.44948974278318
"433",11,0,0,2,0,1,2.44948974278318
"434",11,1,0,2,0,1,2.44948974278318
"435",11,1,1,5,0,1,2.44948974278318
"436",11,0,1,9,0,1,2.44948974278318
"437",11,1,0,1,0,1,2.44948974278318
"438",11,1,1,0,0,1,2.44948974278318
"439",11,0,1,1,0,1,2.44948974278318
"440",11,1,1,0,0,1,2.44948974278318
"441",11,0,1,4,0,1,2.44948974278318
"442",11,1,1,4,84,1,2.44948974278318
"443",11,1,1,0,0,1,2.44948974278318
"444",11,1,1,6,0,1,2.44948974278318
"445",11,1,1,5,174,1,2.44948974278318
"446",11,1,1,4,0,1,2.44948974278318
"447",11,1,1,3,3,1,2.44948974278318
"448",11,1,1,3,3,1,2.44948974278318
"449",11,1,1,3,3,1,2.44948974278318
"450",11,1,1,1,0,1,2.44948974278318
"451",11,1,1,1,59,1,2.44948974278318
"452",11,1,1,0,47,1,2.44948974278318
"453",11,1,1,6,1,1,2.44948974278318
"454",11,1,1,0,1,1,2.44948974278318
"455",11,1,1,0,1,1,2.44948974278318
"456",11,1,1,0,0,1,2.44948974278318
"457",12,0,0,0,0,1,1
"458",12,0,0,0,0,1,1
"459",12,0,0,2,0,1,1
"460",12,0,0,0,0,1,1
"461",15,0,0,0,2,1,0
"462",15,0,0,0,2,1,0
"463",15,0,0,0,4,1,0
"464",15,0,0,1,27,1,0
"465",15,0,0,0,6,1,0
"466",15,0,0,0,27,1,0
"467",15,0,0,1,0,1,0
"468",15,0,0,0,9,1,0
"469",15,0,0,0,5,1,0
"470",15,0,0,0,1,1,0
"471",15,0,0,0,162,1,0
"472",15,0,0,0,118,1,0
"473",15,0,0,0,106,1,0
"474",15,0,0,0,156,1,0
"475",15,0,0,0,0,1,0
"476",15,0,0,3,84,1,0
"477",15,0,0,0,94,1,0
"478",15,0,0,0,143,1,0
"479",15,0,0,0,150,1,0
"480",15,0,0,0,64,1,0
"481",15,0,0,0,102,1,0
"482",15,0,0,0,102,1,0
"483",15,0,0,0,170,1,0
"484",15,0,0,0,234,1,0
"485",15,0,0,0,243,1,0
"486",15,0,0,0,43,1,0
"487",15,0,0,0,211,1,0
"488",15,0,0,0,227,1,0
"489",15,0,0,2,25,1,0
"490",15,0,0,0,0,1,0
"491",15,0,0,0,0,1,0
"492",15,0,0,0,100,1,0
"493",15,0,0,0,193,1,0
"494",15,0,0,1,171,1,0
"495",15,0,0,1,113,1,0
"496",15,0,0,0,90,1,0
"497",15,0,0,0,86,1,0
"498",18,0,0,0,40,1,3.46410161513775
"499",18,1,0,0,183,1,3.46410161513775
"500",18,0,1,0,0,1,3.46410161513775
"501",18,0,1,0,0,1,3.46410161513775
"502",18,0,0,0,22,1,3.46410161513775
"503",18,0,0,0,3,1,3.46410161513775
"504",18,0,0,0,137,1,3.46410161513775
"505",18,0,0,0,163,1,3.46410161513775
"506",18,0,0,0,211,1,3.46410161513775
"507",18,0,0,1,173,1,3.46410161513775
"508",18,0,0,0,114,1,3.46410161513775
"509",18,0,0,0,69,1,3.46410161513775
"510",18,0,0,0,43,1,3.46410161513775
"511",18,0,0,0,163,1,3.46410161513775
"512",18,0,0,0,181,1,3.46410161513775
"513",18,0,0,1,170,1,3.46410161513775
"514",18,0,0,0,154,1,3.46410161513775
"515",18,0,0,0,142,1,3.46410161513775
"516",18,1,0,0,189,1,3.46410161513775
"517",18,1,0,0,188,1,3.46410161513775
"518",18,1,0,0,189,1,3.46410161513775
"519",18,0,0,0,99,1,3.46410161513775
"520",18,0,0,0,217,1,3.46410161513775
"521",18,0,0,1,12,1,3.46410161513775
"522",18,1,0,1,17,1,3.46410161513775
"523",18,1,1,1,129,1,3.46410161513775
"524",18,0,1,0,11,1,3.46410161513775
"525",18,0,1,0,11,1,3.46410161513775
"526",18,0,0,0,77,1,3.46410161513775
"527",18,0,0,2,12,1,3.46410161513775
"528",18,0,0,2,12,1,3.46410161513775
"529",18,0,0,2,12,1,3.46410161513775
"530",18,0,0,0,0,1,3.46410161513775
"531",18,0,0,0,35,1,3.46410161513775
"532",18,0,0,5,96,1,3.46410161513775
"533",18,0,0,0,127,1,3.46410161513775
"534",18,0,0,0,343,1,3.46410161513775
"535",18,0,0,0,349,1,3.46410161513775
"536",18,0,0,0,157,1,3.46410161513775
"537",18,0,0,0,122,1,3.46410161513775
"538",18,0,0,0,72,1,3.46410161513775
"539",18,0,0,0,0,1,3.46410161513775
"540",18,0,0,0,0,1,3.46410161513775
"541",18,0,0,0,491,1,3.46410161513775
"542",18,0,0,0,440,1,3.46410161513775
"543",18,0,0,0,432,1,3.46410161513775
"544",18,0,0,0,315,1,3.46410161513775
"545",18,0,0,0,167,1,3.46410161513775
"546",18,0,0,0,178,1,3.46410161513775
"547",18,0,0,0,4,1,3.46410161513775
"548",18,0,0,0,0,1,3.46410161513775
"549",18,0,0,0,42,1,3.46410161513775
"550",18,0,0,0,135,1,3.46410161513775
"551",18,0,0,0,114,1,3.46410161513775
"552",18,0,0,0,166,1,3.46410161513775
"553",18,0,0,0,222,1,3.46410161513775
"554",18,0,0,0,159,1,3.46410161513775
"555",18,1,1,0,0,1,3.46410161513775
"556",18,1,1,0,383,1,3.46410161513775
"557",18,1,1,0,412,1,3.46410161513775
"558",20,1,0,0,11,0,2.23606797749979
"559",20,0,1,0,0,0,2.23606797749979
"560",20,0,0,0,4,0,2.23606797749979
"561",20,0,0,0,3,0,2.23606797749979
"562",20,0,0,1,5,0,2.23606797749979
"563",20,0,0,0,1,0,2.23606797749979
"564",20,0,0,0,2,0,2.23606797749979
"565",20,0,0,0,2,0,2.23606797749979
"566",20,0,0,0,2,0,2.23606797749979
"567",20,0,0,0,0,0,2.23606797749979
"568",20,0,1,3,6,0,2.23606797749979
"569",20,0,0,0,1,0,2.23606797749979
"570",20,0,0,0,19,0,2.23606797749979
"571",20,0,0,0,19,0,2.23606797749979
"572",20,0,0,0,1,0,2.23606797749979
"573",20,0,0,1,24,0,2.23606797749979
"574",20,0,0,0,38,0,2.23606797749979
"575",20,0,0,2,726,0,2.23606797749979
"576",20,0,0,2,128,0,2.23606797749979
"577",20,0,0,2,4,0,2.23606797749979
"578",20,0,0,0,4,0,2.23606797749979
"579",20,0,0,1,3,0,2.23606797749979
"580",20,0,0,0,0,0,2.23606797749979
"581",20,0,0,0,9,0,2.23606797749979
"582",20,0,0,2,0,0,2.23606797749979
"583",20,0,0,2,0,0,2.23606797749979
"584",20,0,0,5,0,0,2.23606797749979
"585",20,0,0,1,0,0,2.23606797749979
"586",20,0,0,0,0,0,2.23606797749979
"587",20,0,0,0,0,0,2.23606797749979
"588",20,0,0,1,0,0,2.23606797749979
"589",20,0,0,0,0,0,2.23606797749979
"590",20,0,0,0,0,0,2.23606797749979
"591",20,0,0,2,34,0,2.23606797749979
"592",20,0,0,1,28,0,2.23606797749979
"593",20,0,0,0,63,0,2.23606797749979
"594",20,0,0,0,114,0,2.23606797749979
"595",20,0,0,0,7,0,2.23606797749979
"596",20,0,0,0,2,0,2.23606797749979
"597",20,0,0,0,204,0,2.23606797749979
"598",20,0,0,6,42,0,2.23606797749979
"599",20,0,0,0,132,0,2.23606797749979
"600",20,0,0,0,133,0,2.23606797749979
"601",20,0,0,5,2,0,2.23606797749979
"602",20,0,0,4,6,0,2.23606797749979
"603",20,0,0,8,11,0,2.23606797749979
"604",20,0,0,4,219,0,2.23606797749979
"605",20,0,0,0,147,0,2.23606797749979
"606",20,0,0,0,136,0,2.23606797749979
"607",20,0,0,0,110,0,2.23606797749979
"608",20,0,0,0,94,0,2.23606797749979
"609",20,0,0,4,337,0,2.23606797749979
"610",20,0,0,1,258,0,2.23606797749979
"611",20,0,0,0,97,0,2.23606797749979
"612",20,0,0,1,344,0,2.23606797749979
"613",20,0,0,0,276,0,2.23606797749979
"614",20,0,0,0,171,0,2.23606797749979
"615",20,0,0,2,79,0,2.23606797749979
"616",20,0,0,1,109,0,2.23606797749979
"617",21,0,0,0,21,0,3.3166247903554
"618",21,1,0,2,12,0,3.3166247903554
"619",21,0,1,0,62,0,3.3166247903554
"620",21,0,0,0,11,0,3.3166247903554
"621",21,1,0,0,2,0,3.3166247903554
"622",21,1,1,2,0,0,3.3166247903554
"623",21,1,1,0,8,0,3.3166247903554
"624",21,1,1,0,7,0,3.3166247903554
"625",21,1,1,0,5,0,3.3166247903554
"626",21,0,1,0,11,0,3.3166247903554
"627",21,0,0,0,2,0,3.3166247903554
"628",21,0,0,0,9,0,3.3166247903554
"629",21,0,0,2,10,0,3.3166247903554
"630",21,0,0,0,11,0,3.3166247903554
"631",21,0,0,0,41,0,3.3166247903554
"632",21,0,0,1,6,0,3.3166247903554
"633",21,0,0,1,103,0,3.3166247903554
"634",21,0,0,1,113,0,3.3166247903554
"635",21,0,0,0,138,0,3.3166247903554
"636",21,0,0,2,135,0,3.3166247903554
"637",21,0,0,0,110,0,3.3166247903554
"638",21,0,0,0,108,0,3.3166247903554
"639",21,0,0,2,156,0,3.3166247903554
"640",21,0,0,1,235,0,3.3166247903554
"641",21,0,0,0,497,0,3.3166247903554
"642",21,0,0,0,253,0,3.3166247903554
"643",21,0,0,1,122,0,3.3166247903554
"644",21,0,0,0,124,0,3.3166247903554
"645",21,0,0,0,218,0,3.3166247903554
"646",21,0,0,1,212,0,3.3166247903554
"647",21,0,0,1,129,0,3.3166247903554
"648",21,0,0,1,301,0,3.3166247903554
"649",21,0,0,1,277,0,3.3166247903554
"650",21,0,0,1,101,0,3.3166247903554
"651",21,0,0,0,125,0,3.3166247903554
"652",21,0,0,0,349,0,3.3166247903554
